web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639401257-1831;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/skincare/53920-the-radiance-white-regenerating-night-cream;YOU Makeups;The Radiance White Regenerating Night Cream;The Radiance White Regenerating Night Cream;Rp 64.000Rp 54.400;04.08;-14;12;Yes (11);No (1);Maybe (2)
1639401537-1875;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-gel/11003-herbal-gel-;KOSE;Sekkisei Herbal Gel;Sekkisei Herbal Gel;Rp629.000;04.08;-10;10;Yes (9);No (0);Maybe (1)
1639402812-2043;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/28429-total-effects-7in1-day-cream-normal-spf-15-anti-ageing-night-cream-and-whitening-sheet-mask;Olay;Total Effects 7in1 Day Cream Normal SPF 15 + Anti-ageing Night Cream and Whitening Sheet Mask;Total Effects 7in1 Day Cream Normal SPF 15 + Anti-ageing Night Cream and Whitening Sheet Mask;Rp339.700;null;null;null;null;null;null
1639401830-1911;https://www.sociolla.com/178-moisturizer?page=31;;https://www.sociolla.com/face-cream-lotion/12800-waso-color-smart-day-moisturizer;Shiseido;WASO Color-Smart Day Moisturizer;WASO Color-Smart Day Moisturizer;Rp555.000;null;null;null;null;null;null
1639402365-1986;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-cream-lotion/9185-white-dew-emulsion-ol-18;Laneige;White Dew Emulsion (OL 18);White Dew Emulsion (OL 18);Rp450.000;04.09;-3;3;Yes (3);No (0);Maybe (0)
1639403370-2121;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/skincare/53929-golden-age-illuminating-day-cream;YOU Makeups;Golden Age Illuminating Day Cream;Golden Age Illuminating Day Cream;Rp 55.000 - Rp 115.000Rp 46.750 - Rp 97.750;04.06;-20;13;Yes (14);No (1);Maybe (5)
1639402241-1969;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/10620-endless-bright-deep-soothing-lotion;RIVERA;Endless Bright Deep Soothing Lotion;Endless Bright Deep Soothing Lotion;Rp48.000;04.01;-18;13;Yes (7);No (5);Maybe (6)
1639404386-2268;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-cream-lotion/16568-be-bright-nite-cream;Everwhite;Be Bright Nite Cream;Be Bright Nite Cream;Rp 126.500Rp 113.850;04.08;-592;543;Yes (498);No (28);Maybe (66)
1639404815-2332;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/moisturizer/12330-moisture-cream;Pyunkang Yul;Moisture Cream;Moisture Cream;Rp 450.000Rp 270.000;04.05;-440;394;Yes (296);No (42);Maybe (102)
1639402890-2054;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-mist/28787-ultimune-defense-refresh-mist;Shiseido;Ultimune Defense Refresh Mist;Ultimune Defense Refresh Mist;Rp 950.000Rp 855.000;null;null;null;null;null;null
1639402203-1963;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-gel/11128-aloe-vera-botanical-gel;Sensatia Botanicals;Aloe Vera Botanical Gel;Aloe Vera Botanical Gel;Rp 100.000Rp 80.000;04.04;-76;70;Yes (44);No (6);Maybe (26)
1639401178-1817;https://www.sociolla.com/178-moisturizer?page=38;;https://www.sociolla.com/face-cream-lotion/10073-brightening-morning-cream-spf-15;Raiku;Brightening Morning Cream Spf 15;Brightening Morning Cream Spf 15;Rp 98.000Rp 78.400;04.03;-134;117;Yes (68);No (32);Maybe (34)
1639404645-2306;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-gel/45662-hydro-boost-water-gel;Neutrogena;Hydro Boost Water Gel;Hydro Boost Water Gel;Rp249.000;04.05;-440;377;Yes (287);No (43);Maybe (110)
1639403332-2115;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/55010-lng-water-bank-moisture-cream-ex-ol21;Laneige;LNG Water Bank Moisture Cream EX (OL21);LNG Water Bank Moisture Cream EX (OL21);Rp 622.500Rp 400.000;04.04;-2;1;Yes (2);No (0);Maybe (0)
1639404211-2242;https://www.sociolla.com/178-moisturizer?page=9;;https://www.sociolla.com/moisturizer/61906-naturals-acne-mattifying-cream-tea-tree-oil;Safi;Naturals Acne Mattifying Cream Tea Tree Oil;Naturals Acne Mattifying Cream Tea Tree Oil;Rp 42.000 - Rp 64.500Rp 35.280 - Rp 50.955;null;null;null;null;null;null
1639403191-2095;https://www.sociolla.com/178-moisturizer?page=18;;https://www.sociolla.com/face-cream-lotion/7959-sensibio-light;Bioderma;Sensibio Light;Sensibio Light;Rp 297.000Rp 237.600;04.04;-205;191;Yes (123);No (22);Maybe (60)
1639402399-1991;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-cream-lotion/56318-pink-ahabha-cream;Nacific;Pink AHABHA Cream;Skincare;Rp399.000;null;null;null;Yes (8);No (1);Maybe (2)
1639403739-2173;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/16920-prep-peptaonic-tone-up-cream;SNP;Prep Peptaronic Tone Up Cream;Prep Peptaronic Tone Up Cream;Rp 160.000Rp 144.000;04.04;-254;211;Yes (126);No (52);Maybe (76)
1639402256-1971;https://www.sociolla.com/178-moisturizer?page=27;;https://www.sociolla.com/face-cream-lotion/54528-hydrating-glow-night-cream;Raiku;Hydrating Glow Night Cream;Hydrating Glow Night Cream;Rp 128.000Rp 102.400;04.08;-196;185;Yes (166);No (6);Maybe (24)
1639403126-2086;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/4233-dermo-expertise-white-perfect-melanin-vanish-day-cream-spf17-50-ml;Loreal Paris;Dermo Expertise White Perfect Melanin Vanish Day Cream SPF17 - 50 ml;Dermo Expertise White Perfect Melanin Vanish Day Cream SPF17 - 50 ml;Rp 165.000Rp 140.250;04.03;-137;115;Yes (77);No (24);Maybe (36)
1639403733-2172;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/12349-good-in-bed-passionfruit-softening-night-cream;Glamglow;Good In Bed Passionfruit Softening Night Cream;Good In Bed Passionfruit Softening Night Cream;Rp1.200.000;04.09;-6;6;Yes (5);No (0);Maybe (1)
1639404188-2238;https://www.sociolla.com/178-moisturizer?page=9;;https://www.sociolla.com/face-cream-lotion/57509-pureheal-s-propolis-80-cream;PureHeals;Propolis Cream;Propolis Cream;Rp290.000;null;null;null;null;null;null
1639402618-2018;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-gel/11894-snail-soothing-gel;the saem;Snail Soothing Gel;Skincare;Rp 149.000Rp 102.810;null;null;null;null;null;null
1639401247-1829;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-cream-lotion/11140-white-dew-emulsion-ol18;Laneige;White Dew Emulsion (OL18);Skincare;Rp 450.000Rp 324.000;04.04;-17;16;Yes (12);No (2);Maybe (3)
1639402352-1984;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-cream-lotion/58649-hyaluronic-acid-day-cream;Loreal Paris;Revitalift Hyaluronic Acid Plumping Cream;Revitalift Hyaluronic Acid Plumping Cream;Rp275.000;04.08;-991;849;Yes (851);No (13);Maybe (127)
1639404438-2276;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-cream-lotion/13994-rosehip-hydrating-day-cream;Sukin;Rosehip Hydrating Day Cream;Rosehip Hydrating Day Cream;Rp 280.000Rp 168.000;04.04;-99;87;Yes (57);No (12);Maybe (30)
1639403633-2158;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/26683-perfect-purifying-acne-day-cream;Mineral Botanica;Perfect Purifying Acne Day Cream;Perfect Purifying Acne Day Cream;Rp 45.000Rp 33.750;04.03;-29;25;Yes (14);No (6);Maybe (9)
1639404952-2354;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-cream-lotion/15360-oatmilk-day-creme;Harlette;Oatmilk Day Creme;Oatmilk Day Creme;Rp 79.000Rp 67.150;04.05;-240;212;Yes (160);No (20);Maybe (60)
1639402704-2028;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-cream-lotion/50654-su-nhada-calendula-ph-balancing-and-soothing-lotion;Missha;Su:Nhada Calendula Ph Balancing & Soothing Lotion;Su:Nhada Calendula Ph Balancing & Soothing Lotion;Rp 573.990Rp 258.296;04.05;-5;5;Yes (3);No (0);Maybe (2)
1639402692-2026;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-cream-lotion/27315-age-miracle-night-cream;Pond's;Age Miracle Night Cream;Age Miracle Night Cream;Rp 37.700Rp 30.160;04.06;-71;63;Yes (53);No (6);Maybe (12)
1639404488-2283;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-cream-lotion/12714-age-defy-cream-cleanser-deep-moisturizer;Safi;Age Defy Cream Cleanser Deep Moisturizer;Age Defy Cream Cleanser Deep Moisturizer;Rp 78.000Rp 62.400;04.05;-129;122;Yes (86);No (12);Maybe (31)
1639404850-2338;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-cream-lotion/14492-freshly-juiced-vitamin-e-mask-miniature-15ml;Dear Klairs;Freshly Juiced Vitamin  E Mask Miniature 15ml;Freshly Juiced Vitamin  E Mask Miniature 15ml;Rp 120.000Rp 102.000;04.05;-211;180;Yes (142);No (19);Maybe (50)
1639403149-2089;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/60097-dazzling-glow-up-serum-night-cream;YOU Makeups;Dazzling Glow Up Serum Night Cream;Dazzling Glow Up Serum Night Cream;Rp 32.000 - Rp 60.000Rp 27.200 - Rp 51.000;04.05;-3;2;Yes (2);No (0);Maybe (1)
1639403641-2159;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/26684-perfect-purifying-acne-night-cream;Mineral Botanica;Perfect Purifying Acne Night Cream;Perfect Purifying Acne Night Cream;Rp 52.000Rp 39.000;04.04;-27;23;Yes (15);No (4);Maybe (8)
1639404822-2333;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/moisturizer/9209-one-step-moisture-up-pads;COSRX;One Step Moisture Up Pads;One Step Moisture Up Pads;Rp 285.000Rp 199.500;04.05;-631;598;Yes (414);No (51);Maybe (166)
1639402698-2027;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-oil/47686-pure-marula-luxury-oil;WESTCARE;Pure Marula Luxury Oil;Pure Marula Luxury Oil;Rp 270.000Rp 189.000;04.05;-5;5;Yes (4);No (0);Maybe (1)
1639401798-1906;https://www.sociolla.com/178-moisturizer?page=31;;https://www.sociolla.com/face-gel/60245-aloe-vera-soothing-gel;PRETTY SKIN;ALOE VERA SOOTHING GEL;ALOE VERA SOOTHING GEL;Rp 77.000Rp 73.150;null;null;null;null;null;null
1639403068-2078;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/59647-la-rose-de-damas-all-day-creme;WESTCARE;La Rose De Damas All Day Creme;La Rose De Damas All Day Creme;Rp 275.000Rp 192.500;04.05;-1;1;Yes (1);No (0);Maybe (0)
1639401214-1823;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-cream-lotion/55038-lng-homme-active-water-moisturizer-ol21;Laneige;LNG Homme Active Water Moisturizer (OL21);LNG Homme Active Water Moisturizer (OL21);Rp 400.000Rp 270.000;null;null;null;null;null;null
1639402331-1981;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-gel/54578-some-by-mi-aha-bha-pha-real-cica-92-300ml;Some By Mi;AHA-BHA-PHA Real Cica 92% Cool Calming Soothing Gel;AHA-BHA-PHA Real Cica 92% Cool Calming Soothing Gel;Rp350.000;04.07;-38;28;Yes (30);No (1);Maybe (7)
1639403971-2205;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/9495-brightening-cream;Elsheskin;Brightening Cream;Brightening Cream;Rp 92.000Rp 85.560;null;null;null;Yes (108);No (43);Maybe (54)
1639402762-2036;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-cream-lotion/12333-skin-essentials-cica-care-balm;Rovectin;Skin Essentials Cica Care Balm;Skin Essentials Cica Care Balm;Rp 460.000Rp 276.000;04.06;-16;16;Yes (11);No (0);Maybe (5)
1639404464-2280;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-gel/8476-witch-hazel-purifying-moisturizer-gel;Wardah;Witch Hazel Purifying Moisturizer Gel;Witch Hazel Purifying Moisturizer Gel;Rp21.000;04.04;-932;772;Yes (507);No (177);Maybe (248)
1639402787-2040;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-cream-lotion/56289-face-on;null;null;null;null;null;null;null;null;null;null
1639403580-2151;https://www.sociolla.com/178-moisturizer?page=15;;https://www.sociolla.com/face-mist/25144-refresh-and-go-ultra-fine-face-mist;SASC;Refresh & Go Ultra Fine Face Mist;Refresh & Go Ultra Fine Face Mist;Rp 99.500Rp 89.550;04.04;-30;25;Yes (14);No (4);Maybe (12)
1639404709-2315;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-cream-lotion/12312-cream-fresh-and-more;Huxley;Cream Fresh and More;Cream Fresh and More;Rp 390.000Rp 234.000;04.04;-76;63;Yes (39);No (10);Maybe (27)
1639404797-2329;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-cream-lotion/59817-hydra-boost-oil-free-moisturizer;Elsheskin;Hydra Boost Oil Free Moisturizer;Hydra Boost Oil Free Moisturizer;Rp 129.000Rp 126.420;04.08;-250;175;Yes (217);No (4);Maybe (29)
1639404194-2239;https://www.sociolla.com/178-moisturizer?page=9;;https://www.sociolla.com/face-mist/55046-lightening-face-mist;Wardah;Lightening Face Mist;Lightening Face Mist;Rp28.000;04.08;-128;105;Yes (104);No (1);Maybe (23)
1639402657-2023;https://www.sociolla.com/178-moisturizer?page=23;;https://www.sociolla.com/face-cream-lotion/49682-aloe-hyaluron-cream;Benton;Aloe Hyaluron Cream;Aloe Hyaluron Cream;Rp 260.000Rp 156.000;04.04;-70;60;Yes (47);No (5);Maybe (18)
1639404946-2353;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-cream-lotion/47812-ultra-brightening-cream;Avoskin;Ultra Brightening Cream;Ultra Brightening Cream;Rp 185.900Rp 158.015;04.04;-127;96;Yes (74);No (11);Maybe (42)
1639404014-2212;https://www.sociolla.com/178-moisturizer?page=11;;https://www.sociolla.com/face-cream-lotion/59018-calming-moisture-barrier-cream;Pyunkang Yul;Calming Moisture Barrier Cream;Calming Moisture Barrier Cream;Rp 260.000Rp 156.000;04.06;-45;20;Yes (31);No (3);Maybe (11)
1639401008-1788;https://www.sociolla.com/178-moisturizer?page=39;;https://www.sociolla.com/face-cream-lotion/11507-bloomstay-vitalizing-cream;Sulwhasoo;Bloomstay Vitalizing Cream;Bloomstay Vitalizing Cream;;04.04;-4;4;Yes (2);No (0);Maybe (2)
1639402408-1992;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-cream-lotion/24002-centella-spot-cream;Benton;Centella Spot Cream;Centella Spot Cream;Rp 220.000Rp 132.000;04.03;-51;35;Yes (26);No (11);Maybe (14)
1639404672-2310;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-cream-lotion/13453-sebium-lotion-;Bioderma;Sebium Lotion;Sebium Lotion;Rp 297.000Rp 237.600;04.03;-118;106;Yes (72);No (16);Maybe (30)
1639402883-2053;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/58950-skin-defense-moisturizer;YOU Makeups;AcnePlus Skin Defense Moisturizer;AcnePlus Skin Defense Moisturizer;Rp 40.000Rp 34.000;04.04;-5;4;Yes (1);No (2);Maybe (2)
1639403613-2155;https://www.sociolla.com/178-moisturizer?page=14;;https://www.sociolla.com/face-cream-lotion/10996-emulsion;KOSE;Sekkisei Emulsion;Sekkisei Emulsion;Rp739.000;04.08;-27;27;Yes (26);No (1);Maybe (0)
1639402710-2029;https://www.sociolla.com/178-moisturizer?page=22;;https://www.sociolla.com/face-cream-lotion/11818-cacao-moist-and-mild-cream;Benton;Cacao Moist and Mild Cream;Cacao Moist and Mild Cream;Rp 250.000Rp 150.000;04.03;-92;82;Yes (43);No (13);Maybe (36)
1639401267-1833;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-cream-lotion/11326-refreshing-moisturizing-gel-cream;Corine de Farme;Refreshing Moisturizing Gel Cream;Refreshing Moisturizing Gel Cream;Rp290.000;04.00;-5;4;Yes (0);No (1);Maybe (4)
1639403315-2113;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-mist/58401-honey-royalactin-serum-mist;Holika Holika;Honey Royalactin Serum Mist;Honey Royalactin Serum Mist;Rp 280.000Rp 224.000;04.00;-1;0;Yes (0);No (0);Maybe (1)
1639401576-1880;https://www.sociolla.com/178-moisturizer?page=33;;https://www.sociolla.com/face-cream-lotion/15290-hyaluronic-emulsion;null;;null;null;null;null;null;null;null;null
1639404715-2316;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-gel/12267-skin-conditioning-gel-exclusive-bundle;Hatomugi;Skin Conditioning Gel Exclusive Bundle;Skin Conditioning Gel Exclusive Bundle;Rp 155.000Rp 100.750;04.06;-39;34;Yes (29);No (3);Maybe (7)
1639403029-2073;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/57607-the-radiance-white-advanced-day-cream;YOU Makeups;The Radiance White Advanced Day Cream;The Radiance White Advanced Day Cream;Rp 68.000Rp 57.800;05.00;-6;6;Yes (6);No (0);Maybe (0)
1639404246-2248;https://www.sociolla.com/178-moisturizer?page=9;;https://www.sociolla.com/face-cream-lotion/9366-erha-21-essential-moisturizer;Erha;Essential Moisturizer;Essential Moisturizer;Rp 137.500Rp 121.000;04.02;-23;19;Yes (10);No (3);Maybe (10)
1639404620-2302;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-cream-lotion/27568-concentrated-face-lotion;Momopuri;Concentrated Face Lotion;Concentrated Face Lotion;Rp 189.000Rp 141.750;04.06;-33;29;Yes (18);No (2);Maybe (13)
1639402877-2052;https://www.sociolla.com/178-moisturizer?page=21;;https://www.sociolla.com/face-cream-lotion/57017-kem-duong-phuc-hoi-purito-centella-recovery-unscented-cream-50ml;Purito;Centella Recovery Unscented Cream;Centella Recovery Unscented Cream;Rp 418.000Rp 271.700;null;null;null;null;null;null
1639404573-2297;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-cream-lotion/27993-base-pink-cream;Olay;Base Pink Cream;Base Pink Cream;Rp59.500;04.03;-3;2;Yes (1);No (0);Maybe (2)
1639404982-2359;https://www.sociolla.com/178-moisturizer?page=2;;https://www.sociolla.com/face-gel/15415-premium-cica-aloe-soothing-gel;Missha;Premium Cica Aloe Soothing Gel;Premium Cica Aloe Soothing Gel;Rp 159.000Rp 71.550;04.06;-311;282;Yes (214);No (17);Maybe (80)
1639403457-2133;https://www.sociolla.com/178-moisturizer?page=16;;https://www.sociolla.com/face-cream-lotion/58187-lng-white-dew-emulsion-100ml-ol21;Laneige;LNG White Dew Emulsion 100ml (OL21);LNG White Dew Emulsion 100ml (OL21);Rp 450.000Rp 333.286;05.00;-2;1;Yes (1);No (0);Maybe (1)
1639401625-1885;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-mist/12479-balance-priming-water;Studio Tropik;Balance Priming Water;Balance Priming Water;Rp 108.900Rp 99.099;04.05;-568;527;Yes (412);No (36);Maybe (120)
1639401918-1925;https://www.sociolla.com/178-moisturizer?page=30;;https://www.sociolla.com/face-oil/26262-avocado-oil;null;;null;null;null;null;null;null;null;null
1639403866-2190;https://www.sociolla.com/178-moisturizer?page=12;;https://www.sociolla.com/face-cream-lotion/28108-full-fit-propolis-light-cream;COSRX;Full Fit Propolis Light Cream;Full Fit Propolis Light Cream;Rp 465.000Rp 372.000;04.05;-66;53;Yes (42);No (6);Maybe (18)
1639403837-2186;https://www.sociolla.com/178-moisturizer?page=12;;https://www.sociolla.com/face-cream-lotion/8866-sakura-night-cream;Garnier;Sakura Night Cream;Sakura Night Cream;Rp 32.500 - Rp 77.000Rp 29.250 - Rp 63.140;04.04;(1,4k);1230;Yes (833);No (217);Maybe (324)
1639401785-1904;https://www.sociolla.com/178-moisturizer?page=31;;https://www.sociolla.com/face-cream-lotion/56059-waterburst-hydrated-glow-moisturizer;Glamglow;Waterburst Hydrated Glow Moisturizer;Waterburst Hydrated Glow Moisturizer;Rp995.000;null;null;null;null;null;null
1639403721-2170;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-mist/55376-erha-x-aqua-re-fresh-hydrating-face-mist;Erha;ERHA X AQUA Re-fresh Hydrating Face Mist;ERHA X AQUA Re-fresh Hydrating Face Mist;Rp 93.500Rp 80.410;04.03;-23;17;Yes (13);No (4);Maybe (6)
1639402416-1993;https://www.sociolla.com/178-moisturizer?page=25;;https://www.sociolla.com/face-oil/12085-bio-renew-radiant-youth-facial-oil;Bio-essence;Bio Renew  Radiant Youth Facial Oil;Bio Renew  Radiant Youth Facial Oil;Rp 278.000Rp 211.280;04.07;-9;9;Yes (8);No (0);Maybe (1)
1639401644-1887;https://www.sociolla.com/178-moisturizer?page=32;;https://www.sociolla.com/face-cream-lotion/53695-honey-glow-cream;null;;null;null;null;null;null;null;null;null
1639404507-2286;https://www.sociolla.com/178-moisturizer?page=6;;https://www.sociolla.com/face-gel/28498-pomegranate-intensive-soothing-gel;SNP;Pomegranate  Intensive Soothing Gel;Pomegranate  Intensive Soothing Gel;Rp 100.000Rp 85.000;04.07;-27;23;Yes (20);No (1);Maybe (6)
1639403231-2101;https://www.sociolla.com/178-moisturizer?page=18;;https://www.sociolla.com/face-mist/16851-soothing-mist;Sugarpot;Soothing Mist;Soothing Mist;Rp65.000;04.05;-53;45;Yes (33);No (3);Maybe (17)
1639404807-2330;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-gel/14754-cactus-aloe-vera-soothing-gel;NPure;Cactus Aloe Vera Soothing Gel;Cactus Aloe Vera Soothing Gel;Rp80.000;04.05;-340;302;Yes (225);No (33);Maybe (82)
1639401241-1828;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-cream-lotion/16838-lng-water-bank-moisture-cream-ex-ol20;Laneige;LNG Water Bank Moisture Cream EX (OL20);LNG Water Bank Moisture Cream EX (OL20);Rp 500.000Rp 369.500;04.05;-10;8;Yes (6);No (2);Maybe (2)
1639405022-2365;https://www.sociolla.com/178-moisturizer?page=1;;https://www.sociolla.com/face-cream-lotion/26381-brightening-night-cream;Whitelab;Brightening Night Cream;Brightening Night Cream;Rp67.200;04.07;-908;766;Yes (705);No (33);Maybe (170)
1639403119-2085;https://www.sociolla.com/178-moisturizer?page=19;;https://www.sociolla.com/face-cream-lotion/56481-royal-vita-propolis-33-cream;Dr. Ceuracle;Royal Vita Propolis 33 Cream;Royal Vita Propolis 33 Cream;Rp 570.000Rp 484.500;04.00;-1;1;Yes (1);No (0);Maybe (0)
1639401279-1835;https://www.sociolla.com/178-moisturizer?page=36;;https://www.sociolla.com/face-cream-lotion/10074-brightening-night-cream;Raiku;Brightening Night Cream;Brightening Night Cream;Rp98.000;04.02;-178;148;Yes (73);No (37);Maybe (68)
1639402930-2059;https://www.sociolla.com/178-moisturizer?page=20;;https://www.sociolla.com/face-cream-lotion/62509-acne-cica-plus-clear-cream;Nacific;Acne Cica Plus Clear Cream;Acne Cica Plus Clear Cream;Rp369.000;null;null;null;null;null;null
1639404837-2336;https://www.sociolla.com/178-moisturizer?page=3;;https://www.sociolla.com/face-cream-lotion/12048-avoskin-intensive-divine-day-cream;Avoskin;Avoskin Intensive Divine Day Cream;Avoskin Intensive Divine Day Cream;Rp 152.900Rp 137.610;04.03;-185;144;Yes (106);No (30);Maybe (49)
1639401393-1852;https://www.sociolla.com/178-moisturizer?page=34;;https://www.sociolla.com/face-cream-lotion/15868-aqua-clinity-cream-double-moisture;Acwell;Aqua Clinity Cream - Double Moisture;Aqua Clinity Cream - Double Moisture;Rp 379.000Rp 265.300;04.06;-22;20;Yes (15);No (0);Maybe (7)
1639404419-2273;https://www.sociolla.com/178-moisturizer?page=7;;https://www.sociolla.com/face-cream-lotion/24094-cica-night-cream;NPure;CICA Night Cream;CICA Night Cream;Rp 90.000 - Rp 115.000;04.08;-897;721;Yes (750);No (26);Maybe (121)
1639404780-2326;https://www.sociolla.com/178-moisturizer?page=4;;https://www.sociolla.com/face-oil/24691-rice-bran-oil-100-organic-cold-pressed;Everpure;Rice Bran Oil -  Cold-Pressed;Rice Bran Oil -  Cold-Pressed;Rp 59.000Rp 53.100;04.07;-23;19;Yes (16);No (3);Maybe (4)
1639401209-1822;https://www.sociolla.com/178-moisturizer?page=37;;https://www.sociolla.com/face-gel/11777-snp-pomegranate-soothing-gel;SNP;SNP Pomegranate Soothing Gel;SNP Pomegranate Soothing Gel;;04.05;-135;125;Yes (86);No (13);Maybe (36)
1639403784-2179;https://www.sociolla.com/178-moisturizer?page=13;;https://www.sociolla.com/face-cream-lotion/12728-white-expert-illuminating-day-cream-spf15-pa-;Safi;White Expert Illuminating Day Cream SPF15 PA ++;White Expert Illuminating Day Cream SPF15 PA ++;Rp 62.500 - Rp 111.000Rp 51.250 - Rp 88.800;04.03;-543;447;Yes (298);No (114);Maybe (131)
1639404660-2308;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/skincare/28398-vitamin-tree-water-gel;I'm From;Vitamin Tree Water Gel;Vitamin Tree Water Gel;Rp 350.000Rp 262.500;04.04;-50;40;Yes (34);No (6);Maybe (10)
1639404678-2311;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-cream-lotion/12049-avoskin-luminous-emulsion-night-cream;Avoskin;Avoskin Luminous Emulsion Night Cream;Avoskin Luminous Emulsion Night Cream;Rp 152.900Rp 137.610;04.03;-193;157;Yes (103);No (32);Maybe (58)
1639404120-2228;https://www.sociolla.com/178-moisturizer?page=10;;https://www.sociolla.com/face-cream-lotion/8047-dex-revitalift-white-day-cream;Loreal Paris;L'Oreal Paris Revitalift Day Cream SPF 35 / PA ++;L'Oreal Paris Revitalift Day Cream SPF 35 / PA ++;Rp 185.000Rp 142.450;04.03;-139;122;Yes (69);No (21);Maybe (49)
1639404593-2299;https://www.sociolla.com/178-moisturizer?page=5;;https://www.sociolla.com/face-cream-lotion/12902-bright-stuff-tone-up-cream;Emina;Bright Stuff Tone Up Cream;Bright Stuff Tone Up Cream;Rp22.500;04.04;(1,5k);1277;Yes (781);No (229);Maybe (444)
1639403282-2108;https://www.sociolla.com/178-moisturizer?page=17;;https://www.sociolla.com/face-cream-lotion/33526-instabright-tone-up-cream;Pond's;Instabright Tone Up Cream;Instabright Tone Up Cream;Rp 26.400 - Rp 46.500Rp 21.912 - Rp 36.270;04.06;(1,4k);1273;Yes (883);No (138);Maybe (350)
